45,43
25,74
37,39
76,21
53,56
22,41
37,48
14,46
65,39
46,35
38,40
77,22
14,82
38,49
15,47
30,35
30,44
29,76
52,41
41,41
41,50
52,50
72,28
52,59
44,55
33,55
53,42
34,38
53,51
25,69
65,16
34,47
37,43
76,34
49,17
57,30
68,30
49,26
22,72
46,39
59,58
26,42
26,51
28,70
50,18
28,79
29,53
40,53
60,40
29,71
41,36
60,49
44,32
52,45
41,45
33,41
44,50
25,46
44,59
53,37
34,33
53,46
76,11
25,64
45,42
34,42
25,73
37,38
34,51
46,25
59,53
38,30
71,27
29,39
40,39
40,48
75,15
40,57
41,31
41,40
52,40
60,53
33,36
41,49
52,49
10,43
72,27
52,58
53,23
33,54
25,50
34,37
37,33
37,42
24,72
55,50
36,46
71,22
28,51
48,29
28,60
63,27
28,69
40,43
40,52
29,61
29,70
41,35
21,66
44,31
52,44
72,22
33,40
44,40
33,49
44,49
66,46
32,53
56,32
67,29
32,71
14,44
55,45
24,76
59,43
47,41
55,54
36,41
70,52
59,52
71,26
71,35
28,64
40,29
40,38
29,38
60,16
75,14
21,43
40,56
62,53
45,34
41,30
41,39
44,35
33,35
33,44
74,45
10,42
32,48
43,48
67,15
43,57
55,31
70,29
67,42
16,58
36,36
55,49
67,51
17,41
71,21
28,50
48,28
63,26
48,46
29,42
40,42
75,9
40,51
29,51
75,18
39,55
74,22
19,86
54,53
66,27
51,38
32,34
23,65
66,45
66,54
35,48
16,44
67,28
36,22
36,31
36,40
28,36
36,49
28,63
40,37
29,37
62,43
41,20
62,52
39,50
31,46
54,48
39,59
51,24
74,26
66,22
20,64
31,64
66,31
51,42
31,73
43,38
32,38
51,51
35,34
32,47
43,47
35,43
13,43
35,52
16,48
55,48
36,44
28,49
48,27
50,46
61,46
42,51
27,62
27,71
39,36
39,45
62,47
54,43
20,41
39,54
74,21
54,52
23,46
31,59
43,24
74,39
32,33
51,46
43,42
32,42
35,38
35,47
70,14
59,14
16,43
35,56
36,21
47,30
57,62
36,39
47,39
40,18
42,37
15,83
27,48
42,46
42,55
39,40
31,36
62,51
54,47
31,45
39,58
51,23
74,25
54,56
23,41
20,54
31,63
53,60
32,37
43,37
43,46
32,46
35,42
24,42
16,47
46,48
38,44
38,53
26,69
27,43
61,45
50,45
30,39
42,41
27,52
42,50
19,48
61,63
11,44
27,61
27,70
39,35
31,31
39,44
31,40
54,42
39,53
51,18
20,49
53,55
43,32
35,37
65,38
22,67
34,69
57,43
46,43
38,39
49,39
46,52
77,21
15,46
69,26
38,57
58,35
58,44
18,60
26,73
27,38
42,36
30,43
19,43
18,87
30,52
19,52
39,39
31,35
53,41
53,50
64,50
34,46
65,24
45,55
35,32
38,34
77,16
38,43
58,21
49,52
69,30
38,61
27,42
30,38
27,51
42,49
73,27
75,46
60,57
54,23
39,34
41,53
31,39
64,36
34,32
53,45
45,41
64,54
37,37
34,50
38,20
22,66
38,29
77,11
46,42
68,42
57,42
38,38
68,51
57,51
14,80
15,54
58,34
26,63
61,39
42,35
30,42
19,51
60,52
52,48
41,48
33,53
72,35
64,40
34,36
56,36
37,32
76,14
34,45
22,43
56,45
65,23
37,41
45,54
37,50
68,28
38,33
77,15
57,46
38,42
26,49
50,25
63,53
42,30
30,37
21,56
29,69
60,47
75,45
52,43
33,39
72,21
41,52
52,52
33,48
44,48
44,57
53,44
45,40
34,40
64,53
34,49
45,49
68,14
14,43
37,45
45,58
38,19
22,65
46,32
49,28
38,37
15,44
28,72
63,39
40,46
40,55
29,73
41,38
60,51
33,34
44,34
41,47
52,47
33,43
44,52
33,52
45,17
53,39
34,35
37,31
34,44
65,22
37,40
37,49
13,79
59,46
